期号,日期,中奖号码,特别号码,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50
10/059,2010-05-18,"4,7,12,20,39,48",14,39,4,2,2,4,2,2,0,1,1
10/058,2010-05-15,"1,29,32,39,44,47",17,39,1,5,4,2,1,0,1,2,2
10/057,2010-05-13,"16,22,31,37,39,49",32,,2,4,4,2,0,1,1,3,1
10/056,2010-05-11,"15,26,29,34,35,40",9,34,1,5,3,3,0,1,2,3,0
10/055,2010-05-09,"1,5,8,21,27,34",20,,4,2,4,2,3,0,2,1,0
10/054,2010-05-06,"2,31,37,38,39,40",44,40,1,5,3,3,1,0,0,5,0
10/053,2010-05-04,"19,24,34,40,41,46",15,41,2,4,2,4,0,1,1,2,2
10/052,2010-05-02,"7,16,26,28,41,44",24,"7,26,41",2,4,2,4,1,1,2,0,2
10/051,2010-04-29,"5,7,24,26,41,49",3,,3,3,4,2,2,0,2,0,2
10/050,2010-04-27,"3,13,18,21,22,33",8,,5,1,4,2,1,2,2,1,0
10/049,2010-04-24,"5,12,16,23,29,39",11,"16,23,29,39",4,2,4,2,1,2,2,1,0
10/048,2010-04-22,"1,16,23,29,39,46",17,,3,3,4,2,1,1,2,1,1
10/047,2010-04-20,"6,17,25,27,35,40",32,,2,4,4,2,1,1,2,2,0
10/046,2010-04-17,"1,2,24,38,42,49",19,,3,3,2,4,2,0,1,1,2
10/045,2010-04-15,"19,21,30,35,36,37",33,37,2,4,4,2,0,1,2,3,0
10/044,2010-04-13,"31,32,33,37,42,46",17,,0,6,3,3,0,0,0,4,2
10/043,2010-04-11,"2,7,20,36,38,41",40,,3,3,2,4,2,1,0,2,1
10/042,2010-04-08,"3,5,25,30,33,37",35,25,2,4,5,1,2,0,2,2,0
10/041,2010-04-06,"11,20,25,35,42,45",8,"11,35",2,4,4,2,0,2,1,1,2
10/040,2010-04-03,"11,23,35,37,40,43",30,"23,43",2,4,5,1,0,1,1,3,1
10/039,2010-04-01,"20,21,23,31,42,43",41,31,3,3,4,2,0,1,2,1,2
10/038,2010-03-30,"2,22,29,31,40,48",20,22,2,4,2,4,1,0,2,2,1
10/037,2010-03-27,"1,3,8,22,36,44",29,44,4,2,2,4,3,0,1,1,1
10/036,2010-03-25,"14,16,29,44,45,47",42,,2,4,3,3,0,2,1,0,3
10/035,2010-03-23,"7,11,22,27,32,46",17,,3,3,3,3,1,1,2,1,1
10/034,2010-03-20,"8,12,29,33,39,45",36,39,2,4,4,2,1,1,1,2,1
10/033,2010-03-18,"4,19,30,37,39,41",31,"4,37",2,4,4,2,1,1,1,2,1
10/032,2010-03-16,"4,16,28,37,38,47",30,4,2,4,2,4,1,1,1,2,1
10/031,2010-03-13,"1,4,14,18,22,39",48,14,5,1,2,4,2,2,1,1,0
10/030,2010-03-11,"10,14,35,40,43,48",21,14,2,4,2,4,1,1,0,2,2
10/029,2010-03-09,"9,13,14,17,28,45",20,28,4,2,4,2,1,3,1,0,1
10/028,2010-03-07,"3,12,26,28,31,46",16,,2,4,2,4,1,1,2,1,1
10/027,2010-03-04,"10,11,24,33,34,38",16,10,3,3,2,4,1,1,1,3,0
10/026,2010-03-02,"1,6,10,21,28,35",46,,4,2,3,3,3,0,2,1,0
10/025,2010-02-27,"16,17,18,22,25,36",47,,4,2,2,4,0,3,2,1,0
10/024,2010-02-25,"11,20,31,37,44,47",46,44,2,4,4,2,0,2,0,2,2
10/023,2010-02-23,"8,19,43,44,48,49",46,,2,4,3,3,1,1,0,0,4
10/022,2010-02-20,"3,4,11,15,32,45",1,"4,11,32",4,2,4,2,2,2,0,1,1
10/021,2010-02-18,"4,5,7,11,28,32",3,7,4,2,3,3,3,1,1,1,0
10/020,2010-02-15,"1,7,17,20,29,49",19,29,4,2,5,1,2,2,1,0,1
10/019,2010-02-13,"5,21,26,27,28,29",44,"21,27",2,4,4,2,1,0,5,0,0
10/018,2010-02-11,"21,24,27,32,35,36",16,,2,4,3,3,0,0,3,3,0
10/017,2010-02-09,"4,8,10,13,14,49",7,13,5,1,2,4,3,2,0,0,1
10/016,2010-02-06,"1,5,13,16,24,41",14,,5,1,4,2,2,2,1,0,1
10/015,2010-02-04,"9,20,25,36,42,47",13,,2,4,3,3,1,1,1,1,2
10/014,2010-02-02,"1,10,13,14,38,39",41,,4,2,3,3,2,2,0,2,0
10/013,2010-01-30,"2,4,6,30,32,34",40,32,3,3,0,6,3,0,1,2,0
10/012,2010-01-28,"3,9,15,32,43,46",28,9,3,3,4,2,2,1,0,1,2
10/011,2010-01-26,"8,9,17,31,37,38",2,,3,3,4,2,2,1,0,3,0
10/010,2010-01-23,"18,19,26,34,39,46",2,,2,4,2,4,0,2,1,2,1
10/009,2010-01-21,"6,7,17,24,41,48",16,"24,41",4,2,3,3,2,1,1,0,2
10/008,2010-01-19,"2,3,9,24,33,41",40,,4,2,4,2,3,0,1,1,1
10/007,2010-01-17,"5,18,19,28,35,45",27,35,3,3,4,2,1,2,1,1,1
10/006,2010-01-14,"21,26,27,35,38,48",41,48,1,5,3,3,0,0,3,2,1
10/005,2010-01-12,"9,23,25,29,30,48",1,,2,4,4,2,1,0,4,0,1
10/004,2010-01-09,"4,8,16,39,40,45",10,"16,45",3,3,2,4,2,1,0,2,1
10/003,2010-01-07,"5,14,16,25,45,48",42,"5,14,16",3,3,3,3,1,2,1,0,2
10/002,2010-01-05,"5,14,16,22,26,28",27,"16,22",4,2,1,5,1,2,3,0,0
10/001,2010-01-02,"11,13,16,18,21,22",6,,6,0,3,3,0,4,2,0,0
09/154,2009-12-31,"26,28,31,33,40,41",19,"33,40",0,6,3,3,0,0,2,3,1
09/153,2009-12-29,"9,27,33,38,39,40",14,27,1,5,4,2,1,0,1,4,0
09/152,2009-12-26,"6,17,21,27,36,42",23,27,3,3,3,3,1,1,2,1,1
09/151,2009-12-24,"20,22,26,27,31,44",49,44,2,4,2,4,0,1,3,1,1
09/150,2009-12-22,"6,23,30,33,43,44",10,,2,4,3,3,1,0,2,1,2
09/149,2009-12-20,"2,4,24,28,32,45",38,"2,4",3,3,1,5,2,0,2,1,1
09/148,2009-12-17,"2,4,30,37,43,49",10,,2,4,3,3,2,0,1,1,2
09/147,2009-12-15,"10,27,28,40,46,47",18,"40,46",1,5,2,4,1,0,2,1,2
09/146,2009-12-12,"8,9,37,40,46,49",41,"8,49",2,4,3,3,2,0,0,2,2
09/145,2009-12-10,"4,8,15,16,34,49",45,,4,2,2,4,2,2,0,1,1
09/144,2009-12-08,"6,12,23,29,31,35",21,"23,35",3,3,4,2,1,1,2,2,0
09/143,2009-12-05,"1,14,17,23,35,38",31,,4,2,4,2,1,2,1,2,0
09/142,2009-12-03,"10,15,20,21,34,46",4,10,4,2,2,4,1,2,1,1,1
09/141,2009-12-01,"4,5,10,17,39,44",24,"5,39",4,2,3,3,3,1,0,1,1
09/140,2009-11-28,"1,5,25,32,38,39",4,1,2,4,4,2,2,0,1,3,0
09/139,2009-11-26,"1,3,9,17,18,42",7,,5,1,4,2,3,2,0,0,1
09/138,2009-11-24,"7,21,24,33,35,45",26,45,3,3,5,1,1,0,2,2,1
09/137,2009-11-21,"2,8,23,28,38,45",21,45,3,3,2,4,2,0,2,1,1
09/136,2009-11-19,"11,13,19,35,41,45",24,,3,3,6,0,0,3,0,1,2
09/135,2009-11-17,"2,4,9,28,42,43",45,"28,42",3,3,2,4,3,0,1,0,2
09/134,2009-11-14,"3,6,15,26,28,42",21,6,3,3,2,4,2,1,2,0,1
09/133,2009-11-12,"1,6,9,10,20,46",14,,5,1,2,4,4,1,0,0,1
09/132,2009-11-10,"2,8,18,22,24,35",17,"2,35",5,1,1,5,2,1,2,1,0
09/131,2009-11-08,"2,17,27,32,35,38",41,,2,4,3,3,1,1,1,3,0
09/130,2009-11-05,"3,9,13,31,40,42",30,"3,42",3,3,4,2,2,1,0,2,1
09/129,2009-11-03,"3,19,33,42,43,45",44,,2,4,5,1,1,1,0,1,3
09/128,2009-10-31,"11,25,27,29,30,44",23,44,1,5,4,2,0,1,4,0,1
09/127,2009-10-29,"13,14,15,16,18,44",48,"13,16",5,1,2,4,0,5,0,0,1
09/126,2009-10-27,"13,16,31,35,41,42",36,41,2,4,4,2,0,2,0,2,2
09/125,2009-10-24,"22,25,26,34,41,45",15,,1,5,3,3,0,0,3,1,2
09/124,2009-10-22,"1,2,24,29,40,47",7,,3,3,3,3,2,0,2,1,1
09/123,2009-10-20,"8,26,34,36,39,46",35,,1,5,1,5,1,0,1,3,1
09/122,2009-10-18,"2,4,15,20,32,42",48,15,4,2,1,5,2,2,0,1,1
09/121,2009-10-15,"15,17,22,37,39,47",26,15,3,3,5,1,0,2,1,2,1
09/120,2009-10-13,"13,15,18,36,43,45",7,,3,3,4,2,0,3,0,1,2
09/119,2009-10-10,"2,12,16,19,20,49",4,,5,1,2,4,1,4,0,0,1
09/118,2009-10-08,"21,31,33,35,39,44",28,,1,5,5,1,0,0,1,4,1
09/117,2009-10-06,"12,15,17,24,36,49",14,,4,2,3,3,0,3,1,1,1
09/116,2009-10-03,"4,6,11,16,22,39",10,,5,1,2,4,2,2,1,1,0
09/115,2009-09-29,"1,5,15,33,40,48",21,1,3,3,4,2,2,1,0,2,1
09/114,2009-09-27,"1,3,9,30,41,47",19,9,3,3,5,1,3,0,1,0,2
09/113,2009-09-24,"9,19,22,26,34,36",24,9,3,3,2,4,1,1,2,2,0
09/112,2009-09-22,"1,5,9,18,24,32",38,,5,1,3,3,3,1,1,1,0
09/111,2009-09-19,"20,23,28,37,39,41",26,28,2,4,4,2,0,1,2,2,1
09/110,2009-09-17,"19,21,24,28,30,48",26,,3,3,2,4,0,1,4,0,1
09/109,2009-09-15,"11,14,16,17,35,49",34,"14,17,35",4,2,4,2,0,4,0,1,1
09/108,2009-09-12,"1,3,14,17,35,43",47,35,4,2,5,1,2,2,0,1,1
09/107,2009-09-10,"7,29,31,32,33,35",48,,1,5,5,1,1,0,1,4,0
09/106,2009-09-08,"11,13,16,20,21,28",15,,5,1,3,3,0,4,2,0,0
09/105,2009-09-06,"9,24,35,40,41,48",31,9,2,4,3,3,1,0,1,2,2
09/104,2009-09-04,"6,9,14,17,47,49",38,17,4,2,4,2,2,2,0,0,2
09/103,2009-09-01,"17,19,22,27,40,46",4,17,3,3,3,3,0,2,2,1,1
09/102,2009-08-29,"4,17,18,26,33,35",40,17,3,3,3,3,1,2,1,2,0
09/101,2009-08-27,"5,8,17,24,30,42",34,"5,24",4,2,2,4,2,1,2,0,1
09/100,2009-08-25,"5,11,12,15,24,32",39,"12,32",5,1,3,3,1,3,1,1,0
09/099,2009-08-22,"3,4,12,29,32,48",16,"12,29",3,3,2,4,2,1,1,1,1
09/098,2009-08-20,"12,15,22,26,27,29",37,15,3,3,3,3,0,2,4,0,0
09/097,2009-08-18,"1,3,15,18,20,33",48,20,5,1,4,2,2,3,0,1,0
09/096,2009-08-15,"6,16,20,23,24,34",42,6,5,1,1,5,1,2,2,1,0
09/095,2009-08-13,"3,6,18,27,29,37",4,,3,3,4,2,2,1,2,1,0
09/094,2009-08-11,"1,15,23,24,31,39",33,23,4,2,5,1,1,1,2,2,0
09/093,2009-08-08,"5,8,10,11,23,30",42,,5,1,3,3,3,1,2,0,0
09/092,2009-08-06,"18,28,38,39,47,48",24,,1,5,2,4,0,1,1,2,2
09/091,2009-08-04,"9,27,32,34,36,37",20,,1,5,3,3,1,0,1,4,0
09/090,2009-08-01,"1,8,20,45,47,48",11,,3,3,3,3,2,1,0,0,3
09/089,2009-07-30,"4,11,12,18,21,40",44,"4,11",5,1,2,4,1,3,1,1,0
09/088,2009-07-28,"4,11,20,28,46,49",31,4,3,3,2,4,1,2,1,0,2
09/087,2009-07-25,"4,22,23,31,36,47",20,47,3,3,3,3,1,0,2,2,1
09/086,2009-07-23,"1,3,11,15,39,47",44,"1,15",4,2,6,0,2,2,0,1,1
09/085,2009-07-21,"1,4,6,13,15,48",39,,5,1,3,3,3,2,0,0,1
09/084,2009-07-18,"24,28,29,38,39,41",19,29,1,5,3,3,0,0,3,2,1
09/083,2009-07-16,"3,5,14,17,29,45",31,,4,2,5,1,2,2,1,0,1
09/082,2009-07-14,"2,10,19,39,46,47",41,"2,47",3,3,3,3,2,1,0,1,2
09/081,2009-07-11,"2,9,18,21,32,47",26,,4,2,3,3,2,1,1,1,1
09/080,2009-07-09,"4,24,26,30,31,46",2,30,2,4,1,5,1,0,3,1,1
09/079,2009-07-07,"6,27,30,38,41,47",20,,1,5,3,3,1,0,2,1,2
09/078,2009-07-04,"2,14,17,19,20,49",26,19,5,1,3,3,1,4,0,0,1
09/077,2009-07-02,"6,19,22,24,29,40",4,,4,2,2,4,1,1,3,1,0
09/076,2009-06-30,"5,11,15,17,25,46",24,,4,2,5,1,1,3,1,0,1
09/075,2009-06-27,"16,18,21,26,30,48",45,"26,30",3,3,1,5,0,2,3,0,1
09/074,2009-06-25,"12,19,26,30,36,45",20,19,2,4,2,4,0,2,2,1,1
09/073,2009-06-23,"1,19,34,39,43,48",45,,2,4,4,2,1,1,0,2,2
09/072,2009-06-20,"7,11,24,32,35,49",46,11,3,3,4,2,1,1,1,2,1
09/071,2009-06-18,"2,11,17,19,22,26",13,,5,1,3,3,1,3,2,0,0
09/070,2009-06-16,"16,25,27,30,37,41",36,25,1,5,4,2,0,1,3,1,1
09/069,2009-06-14,"12,13,25,39,42,43",38,43,2,4,4,2,0,2,1,1,2
09/068,2009-06-11,"8,11,15,20,33,43",34,,4,2,4,2,1,3,0,1,1
09/067,2009-06-09,"7,13,16,35,42,46",25,,3,3,3,3,1,2,0,1,2
09/066,2009-06-06,"1,5,8,23,32,48",3,,4,2,3,3,3,0,1,1,1
09/065,2009-06-04,"4,9,19,22,24,43",1,,5,1,3,3,2,1,2,0,1
09/064,2009-06-02,"5,7,18,26,29,47",2,,3,3,4,2,2,1,2,0,1
09/063,2009-05-30,"9,12,14,20,27,36",11,"12,20",4,2,2,4,1,3,1,1,0
09/062,2009-05-28,"2,12,20,28,46,49",31,,3,3,1,5,1,2,1,0,2
09/061,2009-05-26,"11,14,19,25,27,47",20,,3,3,5,1,0,3,2,0,1
09/060,2009-05-23,"1,8,21,32,37,46",22,,3,3,3,3,2,0,1,2,1
09/059,2009-05-19,"28,33,36,38,40,45",4,,0,6,2,4,0,0,1,4,1
09/058,2009-05-16,"3,7,11,18,20,27",2,,5,1,4,2,2,3,1,0,0
09/057,2009-05-14,"6,23,31,43,46,49",40,,2,4,4,2,1,0,1,1,3
09/056,2009-05-12,"9,25,29,36,38,41",23,41,1,5,4,2,1,0,2,2,1
09/055,2009-05-10,"11,14,21,28,41,48",32,,3,3,3,3,0,2,2,0,2
09/054,2009-05-07,"2,3,7,9,16,34",14,,5,1,3,3,4,1,0,1,0
09/053,2009-05-05,"5,29,30,31,41,45",47,29,1,5,5,1,1,0,2,1,2
09/052,2009-05-02,"1,6,18,29,39,48",10,,3,3,3,3,2,1,1,1,1
09/051,2009-04-30,"8,11,21,30,38,49",35,,3,3,3,3,1,1,2,1,1
09/050,2009-04-28,"3,7,20,34,36,41",39,34,3,3,3,3,2,1,0,2,1
09/049,2009-04-25,"4,17,34,38,46,49",7,"34,46",2,4,2,4,1,1,0,2,2
09/048,2009-04-23,"15,20,34,42,45,46",23,42,2,4,2,4,0,2,0,1,3
09/047,2009-04-21,"4,18,31,41,42,43",24,,2,4,3,3,1,1,0,1,3
09/046,2009-04-18,"10,14,22,29,33,48",5,,3,3,2,4,1,1,2,1,1
09/045,2009-04-16,"1,11,12,19,28,30",49,,4,2,3,3,1,3,2,0,0
09/044,2009-04-14,"2,7,22,27,41,42",5,,3,3,3,3,2,0,2,0,2
09/043,2009-04-11,"3,16,25,38,45,47",35,,2,4,4,2,1,1,1,1,2
09/042,2009-04-09,"7,9,22,29,44,49",1,"22,29",3,3,4,2,2,0,2,0,2
09/041,2009-04-07,"4,21,22,29,41,45",14,,3,3,4,2,1,0,3,0,2
09/040,2009-04-04,"2,6,10,17,18,46",34,,5,1,1,5,3,2,0,0,1
09/039,2009-04-02,"7,13,20,33,39,45",30,7,3,3,5,1,1,2,0,2,1
09/038,2009-03-31,"1,7,15,23,29,35",14,,4,2,6,0,2,1,2,1,0
09/037,2009-03-29,"24,32,36,40,42,43",47,"36,42",1,5,1,5,0,0,1,3,2
09/036,2009-03-26,"5,14,34,36,38,42",19,38,2,4,1,5,1,1,0,3,1
09/035,2009-03-24,"4,12,15,16,38,46",21,,4,2,1,5,1,3,0,1,1
09/034,2009-03-21,"13,23,27,32,34,43",22,32,2,4,4,2,0,1,2,2,1
09/033,2009-03-19,"6,14,18,21,32,46",43,"14,21",4,2,1,5,1,2,1,1,1
09/032,2009-03-17,"11,12,14,17,21,37",10,,5,1,4,2,0,4,1,1,0
09/031,2009-03-14,"10,16,19,33,42,43",12,16,3,3,3,3,1,2,0,1,2
09/030,2009-03-12,"2,12,15,16,30,32",5,32,4,2,1,5,1,3,1,1,0
09/029,2009-03-10,"21,27,32,33,39,48",9,,1,5,4,2,0,0,2,3,1
09/028,2009-03-08,"3,4,11,28,37,40",36,,3,3,3,3,2,1,1,2,0
09/027,2009-03-05,"2,7,17,20,33,47",45,,4,2,4,2,2,2,0,1,1
09/026,2009-03-03,"22,25,30,37,38,49",15,22,1,5,3,3,0,0,3,2,1
09/025,2009-02-28,"5,15,22,24,34,46",26,"15,24",4,2,2,4,1,1,2,1,1
09/024,2009-02-26,"14,15,19,23,24,25",2,,5,1,4,2,0,3,3,0,0
09/023,2009-02-24,"1,9,32,37,38,47",25,,2,4,4,2,2,0,0,3,1
09/022,2009-02-21,"7,8,14,15,20,21",44,,6,0,3,3,2,3,1,0,0
09/021,2009-02-19,"6,9,16,26,29,36",8,26,3,3,2,4,2,1,2,1,0
09/020,2009-02-17,"8,12,15,26,39,44",6,"12,39",3,3,2,4,1,2,1,1,1
09/019,2009-02-14,"12,17,31,37,39,46",8,,2,4,4,2,0,2,0,3,1
09/018,2009-02-12,"10,14,22,28,32,42",36,14,3,3,0,6,1,1,2,1,1
09/017,2009-02-10,"4,6,14,21,24,48",8,48,5,1,1,5,2,1,2,0,1
09/016,2009-02-07,"9,12,42,44,45,48",35,,2,4,2,4,1,1,0,0,4
09/015,2009-02-05,"3,23,25,36,46,47",20,46,2,4,4,2,1,0,2,1,2
09/014,2009-02-03,"8,12,26,31,44,46",42,,2,4,1,5,1,1,1,1,2
09/013,2009-01-31,"4,9,10,14,24,29",38,9,5,1,2,4,3,1,2,0,0
09/012,2009-01-29,"6,8,9,17,25,36",4,17,4,2,3,3,3,1,1,1,0
09/011,2009-01-27,"7,13,17,21,42,45",36,,4,2,5,1,1,2,1,0,2
09/010,2009-01-25,"4,12,19,40,44,47",49,"44,47",3,3,2,4,1,2,0,1,2
09/009,2009-01-23,"5,17,37,38,44,47",12,5,2,4,4,2,1,1,0,2,2
09/008,2009-01-20,"5,13,22,29,34,42",37,29,3,3,3,3,1,1,2,1,1
09/007,2009-01-17,"1,15,16,28,29,47",37,,3,3,4,2,1,2,2,0,1
09/006,2009-01-15,"6,9,10,12,24,32",30,12,5,1,1,5,3,1,1,1,0
09/005,2009-01-13,"12,15,36,40,41,49",42,,2,4,3,3,0,2,0,2,2
09/004,2009-01-11,"3,7,16,19,44,47",31,19,4,2,4,2,2,2,0,0,2
09/003,2009-01-08,"18,19,22,33,42,46",7,42,3,3,2,4,0,2,1,1,2
09/002,2009-01-06,"9,14,23,30,42,45",19,30,3,3,3,3,1,1,2,0,2
09/001,2009-01-03,"2,10,16,21,22,30",26,,5,1,1,5,2,1,3,0,0
08/149,2008-12-30,"4,8,18,29,40,47",9,,3,3,2,4,2,1,1,1,1
08/148,2008-12-27,"2,17,19,21,24,34",18,24,5,1,3,3,1,2,2,1,0
08/147,2008-12-23,"22,24,26,29,33,48",46,26,2,4,2,4,0,0,4,1,1
08/146,2008-12-21,"6,13,20,26,34,40",10,40,3,3,1,5,1,2,1,2,0
08/145,2008-12-18,"2,22,27,31,40,46",13,,2,4,2,4,1,0,2,2,1
08/144,2008-12-16,"21,29,32,36,38,44",43,36,1,5,2,4,0,0,2,3,1
08/143,2008-12-13,"1,7,27,36,40,48",13,"1,48",2,4,3,3,2,0,1,2,1
08/142,2008-12-11,"1,10,11,41,47,48",20,47,3,3,4,2,2,1,0,0,3
08/141,2008-12-09,"7,14,21,43,44,47",35,,3,3,4,2,1,1,1,0,3
08/140,2008-12-07,"4,9,17,26,28,30",1,28,3,3,2,4,2,1,3,0,0
08/139,2008-12-04,"8,10,28,35,37,47",12,,2,4,3,3,2,0,1,2,1
08/138,2008-12-02,"3,13,29,30,31,43",8,,2,4,5,1,1,1,2,1,1
08/137,2008-11-29,"5,6,27,33,36,37",48,"6,36",2,4,4,2,2,0,1,3,0
08/136,2008-11-27,"4,6,14,21,36,46",41,46,4,2,1,5,2,1,1,1,1
08/135,2008-11-25,"3,9,18,38,46,48",13,3,3,3,2,4,2,1,0,1,2
08/134,2008-11-22,"1,3,4,17,24,28",7,4,5,1,3,3,3,1,2,0,0
08/133,2008-11-20,"4,13,31,36,40,41",49,,2,4,3,3,1,1,0,3,1
08/132,2008-11-18,"5,11,18,28,29,32",10,"5,32",3,3,3,3,1,2,2,1,0
08/131,2008-11-15,"2,5,8,24,32,37",35,,4,2,2,4,3,0,1,2,0
08/130,2008-11-13,"9,10,20,33,34,43",42,20,3,3,3,3,2,1,0,2,1
08/129,2008-11-11,"17,19,20,27,32,35",11,,3,3,4,2,0,3,1,2,0
08/128,2008-11-09,"1,4,6,15,24,48",43,6,5,1,2,4,3,1,1,0,1
08/127,2008-11-06,"5,6,28,35,42,43",4,43,2,4,3,3,2,0,1,1,2
08/126,2008-11-03,"1,8,20,25,38,43",39,,3,3,3,3,2,1,1,1,1
08/125,2008-11-01,"11,17,19,23,32,44",25,23,4,2,4,2,0,3,1,1,1
08/124,2008-10-30,"5,13,23,33,37,40",39,13,3,3,5,1,1,1,1,3,0
08/123,2008-10-28,"3,10,11,13,26,48",9,"3,13",4,2,3,3,2,2,1,0,1
08/122,2008-10-25,"3,13,18,20,22,30",39,,5,1,2,4,1,3,2,0,0
08/121,2008-10-23,"5,9,19,21,27,46",37,9,4,2,5,1,2,1,2,0,1
08/120,2008-10-21,"1,8,9,32,35,37",14,"9,32,35",3,3,4,2,3,0,0,3,0
08/119,2008-10-18,"3,6,7,9,32,35",24,6,4,2,4,2,4,0,0,2,0
08/118,2008-10-16,"6,21,31,40,42,44",7,"21,44",2,4,2,4,1,0,1,2,2
08/117,2008-10-14,"11,14,19,21,41,44",31,11,4,2,4,2,0,3,1,0,2
08/116,2008-10-11,"8,11,35,37,38,46",27,38,2,4,3,3,1,1,0,3,1
08/115,2008-10-09,"1,2,12,19,27,38",41,,4,2,3,3,2,2,1,1,0
08/114,2008-10-07,"4,10,26,34,46,49",5,4,2,4,1,5,2,0,1,1,2
08/113,2008-10-04,"4,14,16,19,22,35",9,,5,1,2,4,1,3,1,1,0
08/112,2008-10-02,"13,17,20,29,32,42",15,,3,3,3,3,0,3,1,1,1
08/111,2008-09-30,"11,26,27,39,40,47",34,39,1,5,4,2,0,1,2,2,1
08/110,2008-09-27,"7,17,33,36,39,44",31,,2,4,4,2,1,1,0,3,1
08/109,2008-09-25,"1,4,15,16,29,46",30,4,4,2,3,3,2,2,1,0,1
08/108,2008-09-20,"4,5,10,27,28,49",46,49,3,3,3,3,3,0,2,0,1
08/107,2008-09-18,"2,17,34,38,46,49",33,,2,4,2,4,1,1,0,2,2
08/106,2008-09-16,"4,9,14,25,36,40",45,9,3,3,2,4,2,1,1,2,0
08/105,2008-09-13,"3,8,9,16,34,46",42,8,4,2,2,4,3,1,0,1,1
08/104,2008-09-11,"2,8,12,20,25,49",34,,4,2,2,4,2,2,1,0,1
08/103,2008-09-09,"3,7,15,23,29,48",5,23,4,2,5,1,2,1,2,0,1
08/102,2008-09-06,"4,10,18,22,23,38",35,22,5,1,1,5,2,1,2,1,0
08/101,2008-09-04,"7,17,22,26,31,42",12,"22,31",3,3,3,3,1,1,2,1,1
08/100,2008-09-02,"9,13,16,22,24,31",18,,5,1,3,3,1,2,2,1,0
08/099,2008-08-30,"2,8,10,37,44,49",22,,3,3,2,4,3,0,0,1,2
08/098,2008-08-28,"1,21,27,31,34,38",10,,2,4,4,2,1,0,2,3,0
08/097,2008-08-26,"2,13,19,25,30,43",44,25,3,3,4,2,1,2,2,0,1
08/096,2008-08-23,"3,9,10,20,25,34",41,"3,20",4,2,3,3,3,1,1,1,0
08/095,2008-08-21,"1,3,20,21,35,37",46,,4,2,5,1,2,1,1,2,0
08/094,2008-08-19,"7,19,24,26,32,39",20,32,3,3,3,3,1,1,2,2,0
08/093,2008-08-16,"14,25,32,38,43,46",35,46,1,5,2,4,0,1,1,2,2
08/092,2008-08-14,"16,20,23,27,41,46",6,,3,3,3,3,0,2,2,0,2
08/091,2008-08-12,"10,11,15,26,28,31",43,15,3,3,3,3,1,2,2,1,0
08/090,2008-08-09,"8,15,19,21,32,42",10,,4,2,3,3,1,2,1,1,1
08/089,2008-08-07,"3,17,23,24,30,47",26,,4,2,4,2,1,1,3,0,1
08/088,2008-08-05,"6,11,16,38,42,49",40,"6,11",3,3,2,4,1,2,0,1,2
08/087,2008-08-02,"4,6,8,11,33,35",25,"8,33",4,2,3,3,3,1,0,2,0
08/086,2008-07-31,"1,8,25,33,34,41",28,"25,34",2,4,4,2,2,0,1,2,1
08/085,2008-07-29,"7,15,25,34,35,38",6,,2,4,4,2,1,1,1,3,0
08/084,2008-07-26,"9,10,12,13,41,48",6,,4,2,3,3,2,2,0,0,2
08/083,2008-07-24,"5,15,29,31,38,45",48,"29,45",2,4,5,1,1,1,1,2,1
08/082,2008-07-22,"10,29,33,40,43,45",8,29,1,5,4,2,1,0,1,2,2
08/081,2008-07-19,"1,18,24,29,35,46",2,18,3,3,3,3,1,1,2,1,1
08/080,2008-07-17,"15,18,25,27,38,47",2,"38,47",2,4,4,2,0,2,2,1,1
08/079,2008-07-15,"9,17,19,24,38,47",3,38,4,2,4,2,1,2,1,1,1
08/078,2008-07-12,"5,21,25,27,38,40",11,5,2,4,4,2,1,0,3,2,0
08/077,2008-07-10,"5,12,17,18,41,44",32,18,4,2,3,3,1,3,0,0,2
08/076,2008-07-08,"15,18,19,21,24,26",36,15,5,1,3,3,0,3,3,0,0
08/075,2008-07-05,"2,6,7,15,20,38",14,,5,1,2,4,3,2,0,1,0
08/074,2008-07-02,"3,21,26,29,31,48",1,,2,4,4,2,1,0,3,1,1
08/073,2008-06-29,"1,2,7,19,28,34",5,,4,2,3,3,3,1,1,1,0
08/072,2008-06-27,"8,33,39,40,46,48",24,8,1,5,2,4,1,0,0,3,2
08/071,2008-06-24,"8,9,22,27,29,42",38,29,3,3,3,3,2,0,3,0,1
08/070,2008-06-21,"1,5,13,29,34,44",25,,3,3,4,2,2,1,1,1,1
08/069,2008-06-19,"2,11,18,26,39,45",24,,3,3,3,3,1,2,1,1,1
08/068,2008-06-17,"3,5,6,13,31,32",15,3,4,2,4,2,3,1,0,2,0
08/067,2008-06-14,"3,15,19,40,41,44",13,15,3,3,4,2,1,2,0,1,2
08/066,2008-06-12,"4,6,9,15,22,37",3,,5,1,3,3,3,1,1,1,0
08/065,2008-06-10,"2,7,11,20,29,45",48,"11,45",4,2,4,2,2,2,1,0,1
08/064,2008-06-07,"6,11,14,23,39,45",10,,4,2,4,2,1,2,1,1,1
08/063,2008-06-03,"5,32,33,40,41,49",30,,1,5,4,2,1,0,0,3,2
08/062,2008-05-31,"11,26,31,34,36,42",13,,1,5,2,4,0,1,1,3,1
08/061,2008-05-29,"1,6,27,39,44,49",36,,2,4,4,2,2,0,1,1,2
